0.499956	0.500044	
0.499955	0.500039	
0.499955	0.500042	
0.499959	0.500032	
0.499957	0.500035	
0.499948	0.500076	
0.500060	0.499940	
0.500053	0.499948	
0.500047	0.499952	
0.500051	0.499948	
0.500052	0.499947	
0.500061	0.499950	
0.500058	0.499949	
0.500054	0.499945	
0.500046	0.499954	
0.500053	0.499944	
0.500046	0.499947	
0.500042	0.499941	
0.500034	0.499984	
0.500027	0.499989	
0.500019	0.499981	
0.500015	0.499986	
0.500007	0.499976	
0.500003	0.500028	
0.499929	0.500071	
0.499929	0.500063	
0.499924	0.500057	
0.499928	0.500102	
0.499937	0.500063	
0.499929	0.500065	
0.499920	0.500071	
0.499926	0.500076	
0.499921	0.500068	
0.499913	0.500118	
0.500039	0.499961	
0.500045	0.499961	
0.500053	0.499952	
0.500052	0.499952	
0.500053	0.499948	
0.500044	0.499951	
0.500039	0.499948	
0.500043	0.499948	
0.500053	0.499948	
0.500049	0.499949	
0.499253	0.500747	
0.499255	0.500753	
0.499249	0.500746	
0.499242	0.500744	
0.499235	0.500794	
0.500029	0.499971	
0.500037	0.499967	
0.500029	0.499967	
0.500027	0.499970	
0.500021	0.499967	
0.500030	0.499971	
0.500025	0.499973	
0.500034	0.499972	
0.500033	0.499970	
0.500043	0.499963	
0.500036	0.499956	
0.500038	0.499965	
0.500032	0.499957	
0.500027	0.499957	
0.500036	0.499962	
0.500033	0.499962	
0.500040	0.499963	
0.500038	0.499960	
0.500032	0.499951	
0.500036	0.499996	
0.499947	0.500053	
0.499954	0.500056	
0.499949	0.500062	
0.499943	0.500068	
0.499935	0.500063	
0.499935	0.500067	
0.499932	0.500065	
0.499929	0.500067	
0.499929	0.500072	
0.499936	0.500082	
0.499927	0.500081	
0.499933	0.500079	
0.499935	0.500070	
0.499938	0.500060	
0.499941	0.500056	
0.499936	0.500063	
0.499945	0.500054	
0.499940	0.500057	
0.499938	0.500057	
0.499931	0.500058	
0.500132	0.499868	
0.500128	0.499863	
0.500130	0.499871	
0.500136	0.499864	
0.500138	0.499862	
0.500128	0.499857	
0.500126	0.499864	
0.500120	0.499911	
0.500066	0.499934	
0.500061	0.499938	
0.500056	0.499941	
0.500058	0.499932	
0.500064	0.499940	
0.500057	0.499932	
0.500053	0.499933	
0.500047	0.499978	
0.499972	0.500028	
0.499977	0.500026	
0.499976	0.500021	
0.499975	0.500030	
0.499976	0.500035	
0.499982	0.500038	
0.499976	0.500024	
0.499972	0.500024	
0.499981	0.500033	
0.499982	0.500034	
0.501510	0.498490	
0.501501	0.498494	
0.501491	0.498487	
0.501493	0.498531	
0.499308	0.500692	
0.499299	0.500692	
0.499294	0.500701	
0.499291	0.500702	
0.499297	0.500704	
0.499297	0.500698	
0.499298	0.500708	
0.499299	0.500716	
0.499307	0.500711	
0.499308	0.500706	
0.499299	0.500704	
0.499306	0.500699	
0.499311	0.500690	
0.499310	0.500694	
0.499312	0.500687	
0.499309	0.500688	
0.499317	0.500680	
0.499318	0.500676	
0.499324	0.500672	
0.499320	0.500681	
0.499315	0.500674	
0.499310	0.500719	
0.499972	0.500028	
0.499963	0.500029	
0.499959	0.500036	
0.499950	0.500037	
0.499958	0.500036	
0.499953	0.500034	
0.499952	0.500035	
0.499950	0.500081	
0.499951	0.500049	
0.499953	0.500056	
0.499947	0.500057	
0.499953	0.500048	
0.499946	0.500044	
0.499948	0.500044	
0.499940	0.500088	
0.500039	0.499961	
0.500037	0.499962	
0.500045	0.499963	
0.500052	0.499970	
0.499964	0.500036	
0.499973	0.500035	
0.499973	0.500031	
0.499965	0.500040	
0.499969	0.500038	
0.499965	0.500031	
0.499962	0.500039	
0.499960	0.500030	
0.499954	0.500035	
0.499953	0.500044	
0.499958	0.500040	
0.499952	0.500040	
0.499944	0.500044	
0.499944	0.500052	
0.499936	0.500042	
0.504587	0.495413	
0.504593	0.495414	
0.504585	0.495422	
0.504579	0.495414	
0.504583	0.495417	
0.504589	0.495421	
0.504579	0.495422	
0.504577	0.495423	
0.504571	0.495424	
0.504564	0.495424	
0.504554	0.495431	
0.504547	0.495474	
0.504543	0.495468	
0.504534	0.495477	
0.504539	0.495478	
0.504537	0.495485	
0.502036	0.497964	
0.502042	0.497959	
0.502032	0.497964	
0.502028	0.497969	
0.502023	0.497968	
0.502027	0.497976	
0.502031	0.497977	
0.502029	0.497968	
0.502037	0.497959	
0.502039	0.497959	
0.502037	0.497966	
0.502044	0.497974	
0.502035	0.497976	
0.502036	0.497970	
0.502026	0.497966	
0.502024	0.497972	
0.502030	0.497971	
0.502026	0.497970	
0.502032	0.497966	
0.502028	0.497961	
0.502021	0.498007	
0.500038	0.499962	
0.500031	0.499966	
0.500029	0.499963	
0.500032	0.499972	
0.500030	0.499978	
0.500021	0.499975	
0.500024	0.499969	
0.500029	0.499978	
0.500022	0.499977	
0.500031	0.499986	
0.500031	0.499991	
0.500031	0.499969	
0.500031	0.499973	
0.500032	0.499963	
0.500025	0.499970	
0.500026	0.499971	
0.500030	0.499962	
0.500029	0.499963	
0.500036	0.499971	
0.500035	0.499971	
0.500038	0.499975	
0.500041	0.499967	
0.500034	0.499970	
0.500041	0.499975	
0.501390	0.498610	
0.501395	0.498615	
0.501394	0.498607	
0.501390	0.498615	
0.501398	0.498621	
0.501491	0.498509	
0.501495	0.498502	
0.501487	0.498494	
0.501488	0.498540	
0.500049	0.499951	
0.500051	0.499946	
0.500060	0.499948	
0.500069	0.499951	
0.500068	0.499946	
0.500059	0.499954	
0.500062	0.499955	
0.500066	0.499956	
0.500030	0.499970	
0.500032	0.499975	
0.500041	0.499975	
0.501398	0.498602	
0.501405	0.498595	
0.501408	0.498600	
0.501401	0.498607	
0.501395	0.498604	
0.501387	0.498613	
0.501396	0.498607	
0.501392	0.498615	
0.501392	0.498617	
0.501399	0.498620	
0.501407	0.498617	
0.500365	0.499635	
0.500369	0.499635	
0.500359	0.499632	
0.500351	0.499634	
0.500357	0.499635	
0.500360	0.499625	
0.500364	0.499625	
0.500364	0.499631	
0.500366	0.499639	
0.500374	0.499633	
0.500374	0.499633	
0.500366	0.499638	
0.500374	0.499640	
0.500382	0.499632	
0.500379	0.499634	
0.500372	0.499640	
0.500363	0.499650	
0.500354	0.499644	
0.500344	0.499651	
0.500336	0.499646	
0.500341	0.499654	
0.500336	0.499663	
0.500332	0.499661	
0.500327	0.499662	
0.500329	0.499662	
0.500335	0.499666	
0.500335	0.499661	
0.500333	0.499660	
0.500325	0.499655	
0.504455	0.495545	
0.500836	0.499164	
0.500829	0.499163	
0.500830	0.499173	
0.500832	0.499170	
0.500834	0.499163	
0.500829	0.499159	
0.500837	0.499150	
0.500845	0.499146	
0.500838	0.499154	
0.500833	0.499155	
0.500825	0.499198	
0.500033	0.499967	
0.500026	0.499966	
0.500019	0.499964	
0.500017	0.499967	
0.500010	0.500022	
0.499965	0.500035	
0.499957	0.500027	
0.499959	0.500031	
0.501597	0.498403	
0.501602	0.498394	
0.501603	0.498403	
0.501599	0.498394	
0.501607	0.498395	
0.501601	0.498390	
0.501599	0.498381	
0.501608	0.498389	
0.501600	0.498381	
0.501593	0.498437	
0.500082	0.499918	
0.500708	0.499292	
0.500709	0.499302	
0.500718	0.499295	
0.500718	0.499292	
0.500714	0.499296	
0.500717	0.499293	
0.500715	0.499291	
0.500724	0.499291	
0.500726	0.499293	
0.500726	0.499290	
0.500717	0.499285	
0.500726	0.499295	
0.500500	0.499500	
0.500502	0.499498	
0.500495	0.499506	
0.500491	0.499504	
0.500490	0.499503	
0.500492	0.499500	
0.500498	0.499497	
0.500492	0.499497	
0.500490	0.499495	
0.501210	0.498790	
0.501201	0.498787	
0.501197	0.498828	
0.499944	0.500056	
0.499944	0.500065	
0.499935	0.500055	
0.499940	0.500055	
0.499944	0.500057	
0.499952	0.500056	
0.499956	0.500050	
0.499954	0.500052	
0.499957	0.500051	
0.499948	0.500059	
0.499948	0.500057	
0.499951	0.500059	
0.499959	0.500063	
0.499956	0.500044	
0.499949	0.500035	
0.499946	0.500085	
0.499950	0.500050	
0.499941	0.500053	
0.499941	0.500047	
0.499941	0.500056	
0.499933	0.500064	
0.499940	0.500065	
0.499949	0.500056	
0.499952	0.500055	
0.499942	0.500059	
0.499938	0.500056	
0.499939	0.500049	
0.499932	0.500094	
0.499937	0.500063	
0.499935	0.500055	
0.499932	0.500062	
0.499929	0.500059	
0.499920	0.500107	
0.500050	0.499950	
0.500041	0.499940	
0.500037	0.499948	
0.500039	0.499949	
0.500045	0.499944	
0.500053	0.499937	
0.500053	0.499931	
0.500045	0.499985	
0.500031	0.499969	
0.500028	0.499965	
0.500019	0.499966	
0.500014	0.499973	
0.500006	0.500028	
0.500069	0.499931	
0.500067	0.499934	
0.500067	0.499930	
0.500066	0.499935	
0.500073	0.499943	
0.500073	0.499950	
0.499942	0.500058	
0.499942	0.500060	
0.499938	0.500051	
0.499934	0.500051	
0.499933	0.500060	
0.499932	0.500053	
0.499936	0.500093	
0.499937	0.500063	
0.499930	0.500062	
0.499928	0.500063	
0.499935	0.500063	
0.499934	0.500069	
0.499927	0.500072	
0.499936	0.500066	
0.499929	0.500072	
0.499929	0.500076	
0.499926	0.500074	
0.499920	0.500079	
0.499915	0.500079	
0.499910	0.500073	
0.499918	0.500082	
0.499909	0.500076	
0.499907	0.500080	
0.499915	0.500077	
0.499910	0.500118	
0.499949	0.500051	
0.499958	0.500049	
0.499957	0.500046	
0.499967	0.500042	
0.499973	0.500044	
0.498708	0.501292	
0.498710	0.501297	
0.498718	0.501294	
0.498724	0.501295	
0.501441	0.498559	
0.501431	0.498566	
0.501426	0.498573	
0.499351	0.500649	
0.499357	0.500645	
0.499348	0.500647	
0.499355	0.500651	
0.499357	0.500653	
0.499351	0.500651	
0.497654	0.502346	
0.497656	0.502336	
0.497665	0.502337	
0.497659	0.502345	
0.497658	0.502336	
0.500577	0.499423	
0.500578	0.499415	
0.500571	0.499417	
0.500562	0.499469	
0.499942	0.500058	
0.499933	0.500052	
0.499933	0.500053	
0.499937	0.500097	
0.499950	0.500050	
0.499941	0.500056	
0.499932	0.500050	
0.504306	0.495694	
0.504302	0.495689	
0.498895	0.501105	
0.498889	0.501113	
0.498891	0.501118	
0.498896	0.501120	
0.498886	0.501121	
0.498880	0.501121	
0.498875	0.501127	
0.498867	0.501118	
0.498869	0.501160	
0.500058	0.499942	
0.500049	0.499932	
0.504395	0.495605	
0.504401	0.495599	
0.504408	0.495601	
0.504407	0.495611	
0.504401	0.495621	
0.504276	0.495724	
0.504277	0.495726	
0.501769	0.498231	
0.501768	0.498237	
0.501771	0.498235	
0.501772	0.498240	
0.501768	0.498240	
0.501759	0.498248	
0.501763	0.498246	
0.501754	0.498254	
0.501746	0.498263	
0.501751	0.498267	
0.501745	0.498262	
0.501748	0.498257	
0.501754	0.498258	
0.501761	0.498251	
0.501762	0.498258	
0.501760	0.498248	
0.501754	0.498249	
0.501752	0.498252	
0.501743	0.498246	
0.501741	0.498256	
0.500997	0.499027	
0.499972	0.500028	
0.499980	0.500035	
0.499989	0.500030	
0.499223	0.500777	
0.499215	0.500781	
0.499211	0.500782	
0.499219	0.500783	
0.499227	0.500774	
0.499235	0.500767	
0.499231	0.500766	
0.499227	0.500766	
0.499233	0.500773	
0.499231	0.500767	
0.499235	0.500763	
0.499242	0.500763	
0.499245	0.500761	
0.499249	0.500768	
0.499240	0.500765	
0.499243	0.500757	
0.499248	0.500763	
0.499249	0.500766	
0.499241	0.500774	
0.499242	0.500779	
0.500682	0.499318	
0.500680	0.499308	
0.499989	0.500011	
0.499997	0.500003	
0.499990	0.500003	
0.499999	0.500009	
0.499998	0.500013	
0.500002	0.500020	
0.500057	0.499943	
0.498948	0.501052	
0.498957	0.501048	
0.498967	0.501051	
0.498960	0.501060	
0.498956	0.501065	
0.500610	0.499390	
0.500614	0.499380	
0.500617	0.499379	
0.500626	0.499387	
0.500617	0.499389	
0.500607	0.499396	
0.500603	0.499396	
0.500613	0.499404	
0.500609	0.499411	
0.499553	0.500447	
0.499561	0.500438	
0.499556	0.500429	
0.499562	0.500432	
0.499558	0.500423	
0.499557	0.500475	
0.500044	0.499956	
0.500041	0.499951	
0.500050	0.499945	
0.500050	0.499943	
0.500042	0.499943	
0.500050	0.499951	
0.500043	0.499944	
0.500381	0.499619	
0.500381	0.499614	
0.500384	0.499622	
0.500389	0.499614	
0.500388	0.499619	
0.500390	0.499617	
0.500399	0.499612	
0.500404	0.499619	
0.500053	0.499947	
0.500063	0.499950	
0.500058	0.499948	
0.500060	0.499946	
0.500055	0.499956	
0.500050	0.499950	
0.500058	0.499953	
0.500061	0.499948	
0.500057	0.499956	
0.500053	0.499965	
0.500048	0.499973	
0.499931	0.500069	
0.499923	0.500070	
0.500067	0.499933	
0.500070	0.499940	
0.500062	0.499947	
0.500068	0.499941	
0.500067	0.499947	
0.500076	0.499938	
0.500069	0.499930	
0.500076	0.499937	
0.500069	0.499944	
0.500072	0.499940	
0.500077	0.499935	
0.500086	0.499927	
0.500084	0.499930	
0.500080	0.499932	
0.500075	0.499935	
0.500069	0.499935	
0.500078	0.499943	
0.500036	0.499964	
0.500032	0.499955	
0.500035	0.499961	
0.500034	0.499968	
0.499637	0.500363	
0.499641	0.500364	
0.499648	0.500365	
0.499643	0.500365	
0.499634	0.500373	
0.499624	0.500375	
0.499616	0.500368	
0.499606	0.500422	
0.499937	0.500063	
0.499940	0.500072	
0.499933	0.500065	
0.499930	0.500061	
0.499932	0.500059	
0.499929	0.500068	
0.499937	0.500064	
0.499941	0.500066	
0.499932	0.500073	
0.499937	0.500068	
0.499932	0.500062	
0.499940	0.500057	
0.499941	0.500050	
0.499940	0.500060	
0.497786	0.502214	
0.497787	0.502208	
0.497778	0.502210	
0.497779	0.502206	
0.497777	0.502259	
0.499944	0.500056	
0.499949	0.500050	
0.499950	0.500046	
0.499953	0.500043	
0.499948	0.500046	
0.499939	0.500051	
0.499946	0.500051	
0.499939	0.500058	
0.499946	0.500052	
0.499937	0.500046	
0.499929	0.500101	
0.500035	0.499965	
0.500039	0.499975	
0.500035	0.499971	
0.500033	0.499965	
0.500036	0.499959	
0.500040	0.499963	
0.500036	0.499963	
0.500043	0.499970	
0.500034	0.499975	
0.500038	0.499975	
0.500032	0.499982	
0.500042	0.499976	
0.501013	0.498987	
0.501018	0.498997	
0.501877	0.498123	
0.501867	0.498126	
0.501865	0.498132	
0.501860	0.498138	
0.501852	0.498131	
0.501850	0.498174	
0.498701	0.501299	
0.498704	0.501294	
0.498694	0.501287	
0.495432	0.504568	
0.495435	0.504576	
0.495434	0.504570	
0.495427	0.504574	
0.495431	0.504573	
0.495424	0.504573	
