0.004200	0.017367	0.009662	0.018098	0.008700	0.002300	0.005700	0.002700	0.001700	0.097772	0.005700	
0.004200	0.028205	0.014700	0.037700	0.008700	0.002300	0.005700	0.002700	0.001700	0.060527	0.005700	
0.004200	0.028700	0.014700	0.012484	0.008700	0.002300	0.005700	0.002700	0.001700	0.084258	0.005700	
0.004200	0.014964	0.014700	0.037700	0.008700	0.002300	0.005700	0.002700	0.001700	0.074744	0.005700	
0.004200	0.026509	0.014700	0.037700	0.008700	0.002300	0.005700	0.002700	0.001700	0.035938	0.005700	
0.004200	0.009276	0.009667	0.034781	0.008700	0.002300	0.005700	0.002700	0.001700	0.079247	0.005700	
0.004200	0.019669	0.008124	0.037293	0.008700	0.002300	0.005700	0.002700	0.001700	0.058755	0.005700	
0.004200	0.016405	0.013942	0.037291	0.008700	0.002300	0.005700	0.002700	0.001700	0.066405	0.005700	
0.004200	0.028483	0.014700	0.017269	0.008467	0.002300	0.005700	0.002700	0.001700	0.068293	0.005700	
0.004200	0.023227	0.011778	0.032344	0.008700	0.002300	0.005700	0.002700	0.001700	0.075551	0.005700	
0.004200	0.011399	0.014317	0.010958	0.008700	0.002300	0.005700	0.002700	0.001700	0.106226	0.005700	
0.004200	0.028507	0.014692	0.013422	0.008700	0.002300	0.005700	0.002700	0.001700	0.086280	0.005700	
0.004200	0.020926	0.014700	0.026025	0.006800	0.002300	0.005700	0.002700	0.001700	0.077701	0.005700	
0.004200	0.021926	0.014700	0.012236	0.008700	0.002300	0.005700	0.002700	0.001700	0.018526	0.005700	
0.004200	0.028655	0.014700	0.007514	0.008700	0.002300	0.005700	0.002700	0.001700	0.078986	0.005700	
0.004200	0.014518	0.013580	0.014960	0.008700	0.002300	0.005700	0.002700	0.001700	0.068271	0.005700	
0.004200	0.026910	0.010400	0.023534	0.008700	0.002300	0.005700	0.002700	0.001700	0.059629	0.005700	
0.004200	0.028700	0.010687	0.011506	0.008700	0.002300	0.005700	0.002700	0.001700	0.054325	0.005700	
0.004200	0.025642	0.014700	0.030827	0.008700	0.002300	0.005700	0.002700	0.001700	0.049445	0.005700	
0.004200	0.028700	0.014700	0.033217	0.008700	0.002300	0.005700	0.002700	0.001700	0.022074	0.005700	
0.004200	0.022789	0.010700	0.005894	0.006928	0.002300	0.005700	0.002700	0.001700	0.105289	0.005700	
0.004200	0.014899	0.013577	0.009814	0.008700	0.002300	0.005700	0.002700	0.001700	0.082170	0.005700	
0.004200	0.018985	0.014700	0.012847	0.008700	0.002300	0.005700	0.002700	0.001700	0.047621	0.005700	
0.004200	0.009092	0.014700	0.035566	0.008700	0.002300	0.005700	0.002700	0.001700	0.065424	0.005700	
0.004200	0.020889	0.009817	0.022703	0.008700	0.002300	0.005700	0.002700	0.001700	0.089491	0.005700	
0.004200	0.022127	0.014700	0.035474	0.008700	0.002300	0.005198	0.002700	0.001699	0.067760	0.005700	
0.004200	0.012814	0.014700	0.037684	0.008700	0.002300	0.005616	0.002700	0.001700	0.062058	0.005663	
0.004200	0.028519	0.013395	0.018070	0.008700	0.002300	0.005700	0.002700	0.001700	0.082916	0.005700	
0.004200	0.017369	0.010580	0.005766	0.006158	0.002300	0.005700	0.002700	0.001700	0.111769	0.005658	
0.004200	0.020422	0.010642	0.012481	0.008700	0.002300	0.005700	0.002700	0.001700	0.099355	0.005700	
0.004200	0.019002	0.014700	0.035824	0.008700	0.002300	0.005700	0.002700	0.001700	0.051528	0.005700	
0.004200	0.027221	0.014700	0.019438	0.008700	0.002300	0.005700	0.002700	0.001600	0.081536	0.005700	
0.004200	0.021500	0.010578	0.034572	0.006104	0.002300	0.005700	0.002700	0.001700	0.078846	0.005700	
